Journal Page,Twp Name,Twp No,Lot No,Bounds,Alt Lot,Alt bounds,Bounds Text,Direction,Corner,Corner Observations,Chains,Links,Observation,Destination Corner,Transcriber
22,Hector,21,32,East,33,West,Good Land- Timber is a mixture of White pine Maple Elm Ash & Hickory,North,,,,,,,JuneSzabo
,Hector,21,32,West,"30,31",East,"See 30, 31 East",,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,33,North,23,South,See 23 South,,,,,,,,
64,Hector,21,33,South,43,North,,West,SE,"Beginning at the  Corner last Mentioned [Corner of Lots No. 33, 34, 43 & 44 Vide Page 25.]",0,,,,
64,Hector,21,33,South,43,North,,West,,,35,,A small Run Bearing Southwesterly,,Rebecca
64,Hector,21,33,South,43,North,,West,,,55,,Ditto [ A small Run Bearing Southwesterly],,Rebecca
64,Hector,21,33,South,43,North,,West,,,77,57,"The corner of Lots No. 32, 33, 42 & 43 Vide Page 22",SW,Rebecca
64,Hector,21,33,South,43,North,Land good and level bearing Hickory White ash and Oak,West,,,,,,,Rebecca
25,Hector,21,33,East,34,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 23, 24, 33 &34]",0,,,,
25,Hector,21,33,East,34,West,,South,,,25,,A small run bear:  Northerly,,JuneSzabo
25,Hector,21,33,East,34,West,,South,,,80,,"Marked Numbered a Chesnut Sapling for the Corner of Lots No. 33, 34, 43 & 44]",SE,JuneSzabo
25,Hector,21,33,East,34,West,The Land inclining Westerly and good Bearing Beach Maple Hickory Ash Chesnut & Pine,South,,,,,,,
,Hector,21,33,West,32,East,See 32 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,34,North,24,South,See 24 South,,,,,,,,
63,Hector,21,34,South,44,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 34, 35, 44 & 45  Vide Page 31]",0,,,,
63,Hector,21,34,South,44,North,,West,,,77,57,"The Corner of Lots No. 33, 34, 43 & 44 Vide Page 25",SW,JuneSzabo
63,Hector,21,34,South,44,North,The Land is somewhat better and more level – Bearing Hickory  Ash  White & black Oak Timber.,West,,,,,,,Rebecca
31,Hector,21,34,East,35,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 34, 35, 44, 45]",0,,,,
31,Hector,21,34,East,35,West,,North,,,8,,Crossed a Brook running Easterly,,JuneSzabo
31,Hector,21,34,East,35,West,,North,,,80,,"A Stake Standing 20 Links Northerly of a large White pine Tree Marked & Numbered for the Corner of Lots No. 24, 25, 34 & 35",NE,JuneSzabo
31,Hector,21,34,East,35,West,"Land is high and level, in some places not very well Timbered, the timber the stand is Poplar Maple White pine & some Oak",North,,,,,,,JuneSzabo
,Hector,21,34,West,33,East,See 33 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,35,North,25,South,See 25 South,,,,,,,,
63,Hector,21,35,South,45,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 35, 36, 45 & 46 Vide Page 34]",0,,,,JB
63,Hector,21,35,South,45,North,,West,,,30,,Crossed a Brook running Southerly,,JuneSzabo
63,Hector,21,35,South,45,North,,West,,,42,,A small Brook Bear:  Southerly,,JuneSzabo
63,Hector,21,35,South,45,North,,West,,,64,,Ditto [ A small Brook Bear:  Southerly],,JuneSzabo
63,Hector,21,35,South,45,North,,West,,,73,,Crossed a fine Brook running Southeasterly,,JuneSzabo
63,Hector,21,35,South,45,North,,West,,,77,57,"The Corner of Lots No. 34, 35, 44 & 45 Vide page 31",SW,JuneSzabo
63,Hector,21,35,South,45,North,Land much broken & very Indifferent Bear: mostly Oak Chesnut & pine,West,,,,,,,JuneSzabo
34,Hector,21,35,East,36,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 25, 26, 35 & 36]",0,,,,Judy
34,Hector,21,35,East,36,West,,South,,,12,,Crossed a Brook running Easterly,,Judy
34,Hector,21,35,East,36,West,,South,,,80,,"Intersected a Line and Marked and Numbered a black Oak Tree for the Corner of Lots No.35, 36, 45 & 46",SE,Judy
34,Hector,21,35,East,36,West,Here the Land is mostly Covered with Oak & Chesnut and uneven,South,,,,,,,Judy
,Hector,21,35,West,34,East,See 34 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,36,North,26,South,See 26 South,,,,,,,,
63,Hector,21,36,South,46,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 36, 37, 46 & 47 Vide page 38]",0,,,,Rebecca
63,Hector,21,36,South,46,North,,West,,,9,,A spring Run bear: Southeasterly,,JuneSzabo
63,Hector,21,36,South,46,North,,West,,,34,,A spring Run bear:  Southeasterly,,JuneSzabo
63,Hector,21,36,South,46,North,,West,,,52,,Ditto [A spring Run bear: Southeasterly],,JuneSzabo
63,Hector,21,36,South,46,North,,West,,,55,,Ditto [A spring Run bear: Southeasterly],,JuneSzabo
63,Hector,21,36,South,46,North,,West,,,77,57,"The Corner of Lots No. 35, 36, 45 & 46 Vide Page 34 ",SW,JuneSzabo
63,Hector,21,36,South,46,North,The Land not very good very much broken & somewhat Stoney.,West,,,,,,,Rebecca
38,Hector,21,36,East,37,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 36, 37, 46 & 47]",0,,,,
38,Hector,21,36,East,37,West,,North,,,69,,Crossed a large brook running Northerly,,Judy
38,Hector,21,36,East,37,West,,North,,,80,,"Intersected a Line and Marked and Numbered a Chesnut Tree for the Corner of Lots No. 26, 27, 36 & 37",NE,Judy
38,Hector,21,36,East,37,West,Here the Land is Covered mostly with Chesnut and pine and uneven Withall,North,,,,,,,Judy
34,Hector,21,36,West,35,East,see 35 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
60,Hector,21,37,North,27,South,See 27 South,,,,,,,,
62,Hector,21,37,South,47,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 37, 38, 47 & 48 Vide page 41]",0,,,,Rebecca
62,Hector,21,37,South,47,North,,West,,,30,,A Brook Bear:  Southeasterly,,JuneSzabo
62,Hector,21,37,South,47,North,,West,,,35,,A Small run Bear:  Southeasterly,,JuneSzabo
62,Hector,21,37,South,47,North,,West,,,45,,A Small run Bear:  Ditto [Southeasterly],,JuneSzabo
62,Hector,21,37,South,47,North,,West,,,77,57,"The Corner of Lots No. 36, 37, 46 & 47 Vide page 38",SW,JuneSzabo
62,Hector,21,37,South,47,North,Ascending Land Bearing Chesnut White & black Oak and White pine ,West,,,,,,,JuneSzabo
41,Hector,21,37,East,38,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 27, 28 & 38]",0,,,,Judy
41,Hector,21,37,East,38,West,,South,,,60,,Crossed a large Brook running Easterly,,Judy
41,Hector,21,37,East,38,West,,South,,,80,,"Intersected a Line and Set a Stake Standing 8 links East of a Maple Tree Marked & Numbered for the Corner of Lots No. 37, 38, 47 & 48",SE,Judy
41,Hector,21,37,East,38,West,Good Level Land Bearing Beach Maple White Ash & White pine,South,,,,,,,Judy
38,Hector,21,37,West,36,East,see 36 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,38,North,28,South,See28 South,,,,,,,,
62,Hector,21,38,South,48,North,,West,SE,"Beginning at the Last mentioned Corner [Corner of Lots No. 38, 39, 48 & 49 Vide page 45]",0,,,,Rebecca
62,Hector,21,38,South,48,North,,West,,,47,,Crossed a large Stream or Creek running Southeasterly,,Rebecca
62,Hector,21,38,South,48,North,,West,,,77,57,"The Corner of Lots No. 37, 38, 47 & 48 Vide page 41",SW,Rebecca
62,Hector,21,38,South,48,North,Land Continues good Bearing timber as last Mentioned [Beach Maple Ash Elm & Basswood].,West,,,,,,,Rebecca
45,Hector,21,38,East,39,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No.38, 39, 48 & 49]",0,,,,Judy
45,Hector,21,38,East,39,West,,North,,,50,,Crossed a large Creek or Stream running Easterly,,Judy
45,Hector,21,38,East,39,West,,North,,,80,,"Intersected a Line set a Stake 6 Links Northeast of a White pine tree Marked & Numbered for the Corner of Lots No. 28, 29, 38 & 39",NE,Judy
45,Hector,21,38,East,39,West,Excellent Land Bearing Beach Maple White Ash Elm Basswood & Pine,North,,,,,,,Judy
41,Hector,21,38,West,37,East,see 37 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,39,North,29,South,See 29 South,,,,,,,,
62,Hector,21,39,South,49,North,,West,SE,Beginning at the Southeast & Northeast Corner of Lots No. 39 & 49 in the East Bounds of the Town - Vide page 48,0,,,,Rebecca
62,Hector,21,39,South,49,North,,West,,,1,,Crossed a Brook running Northeasterly,,JuneSzabo
62,Hector,21,39,South,49,North,,West,,,16,50,Crossed a fine Brook running Northeasterly,,Rebecca
62,Hector,21,39,South,49,North,,West,,,75,,A small Spring run bear:  Northeasterly,,Rebecca
62,Hector,21,39,South,49,North,,West,,,77,57,"The Corner of Lots No. 38, 39, 48 & 49 Vide page 45",SW,JuneSzabo
62,Hector,21,39,South,49,North,Land Excellently good Bearing Beach Maple Ash Elm & Basswood.,West,,,,,,,Rebecca
48,Hector,21,39,East,Townline,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 29 & 39],0,,,,
48,Hector,21,39,East,Townline,West,,South,,,2,,Crossed a fine stream or Creek Running Northeasterly,,
48,Hector,21,39,East,Townline,West,,South,,,45,,Crossed a Run of Water Bear:  Northeasterly,,
48,Hector,21,39,East,Townline,West,,South,,,78,,Crossed a fine brook running Northeasterly,,
48,Hector,21,39,East,Townline,West,,South,,,80,,A water Ash Tree marked and Numbered for the Corner of Lots No. 39 & 49 being the Southeast and Northeast Corner of Lots last Mentioned,SE,
48,Hector,21,39,East,Townline,West,God [sic] land Timbered as Last Mentioned [Elm White Ash & Hickory],South,,,,,,,
45,Hector,21,39,West,38,East,see 38 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
14,Hector,21,40,North,31,South,See 31 South,,,,,,,,
13,Hector,21,40,South,41,North,,East,SW,Beginning at a small White Oak tree near a large one Standing on the Bank of the Lake Marked & Numbered for the Northeast [Northwest] & Southwest Corner of Lots No. 41 & 40,0,,,,
14,Hector,21,40,South,41,North,,East,,,8,,Crossed a dry run Bear:  Westerly,,
14,Hector,21,40,South,41,North,,East,,,42,,Crossed the road - very good Land Land continues good Bearing White Oak and Basswood - mainly,,
14,Hector,21,40,South,41,North,,East,,,125,,Crossed a small run of Water Bearing Southwesterly Excellent Land,,
14,Hector,21,40,South,41,North,,East,,,133,50,Intersected the East Bounds of the Lots Vide Northeast & Southeast Corner of Lots No. 41 & 40 page 5,SE,
14,Hector,21,40,South,41,North,No Journal Entry,East,,,,,,,
4,Hector,21,40,East,42,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 31 &40],0,,,,Charlotte
4,Hector,21,40,East,42,West,,South,,,15,,Crossed a dry run bearing Westerly then left the Swamp and Entered fine Upland - producing Sugar Maple Basswood & black Wallnut [sic] Mostly,,Charlotte
5,Hector,21,40,East,42,West,,South,,,24,,A fine Brook running Southeasterly which Trossed [Crossed]at a short Turn or Bend thereof good land,,Charlotte
5,Hector,21,40,East,42,West,,South,,,33,,Crossed the same Brook again Running Southwesterly,,Charlotte
5,Hector,21,40,East,42,West,,South,,,37,,Entered Land on which there is little or no Timber Occasioned  I suppose by Fire - but very thick Covered with thorns and Hazel Bushes,,Charlotte
5,Hector,21,40,East,42,West,,South,,,40,50,Set a Stake marked and Numbered for the Southeast and Northeast Corners of Lots No. 40 & 41 Standing in the Clearing aforesaid,SE,Charlotte
5,Hector,21,40,East,42,West,No Journal entry,South,,,,,,,
,Hector,21,40,West,lake ,East,No Journal entry,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,41,North,40,South,See 40 South,,,,,,,,
13,Hector,21,41,South,50,North,,East,NW,Beginning at a small white pine Tree Standing on the Bank of the lake near two large white pine trees marked and Numbered for the Northwest and Southwest Corner of Lots No. 50 & 41,0,,,,
13,Hector,21,41,South,50,North,,East,,,57,,The road — Ascending Land good Bearing White Oak Hickory Black Wallnut [sic] etc.,,
13,Hector,21,41,South,50,North,,East,,,92,,Crossed a small brook bearing Southwesterly Land continues good,,
13,Hector,21,41,South,50,North,,East,,,100,,Rising ground,,
13,Hector,21,41,South,50,North,,East,,,122,,Intersected the East Bounds of the lake Lots - Vide Northeast and Southeast Corner of Lots No. 41 & 50 page 5,NE,
13,Hector,21,41,South,50,North,No Journal Entry,East,,,,,,,
5,Hector,21,41,East,42 & 51,West,,South,NE,Beginning at the Corner last Mentioned [Corner of  Lots No. 40 & 41],0,,,,Charlotte
5,Hector,21,41,East,42 & 51,West,,South,,,35,,A dry Run bearing Westerly then Ascending Land not good bearing white and black Oak mostly,,
5,Hector,21,41,East,42 & 51,West,,South,,,53,85,The top of the Rise and Level Land of a good Quality. Timber the same as before Except white pine - Marked and Numbered a small white pine Standing a little to the North of two large white pines being the Southeast and Northeast Corners of Lots No. 41 & 50,SE,Charlotte
5,Hector,21,41,East,42 & 51,South,No Journal Entry,South,,,,,,,
,Hector,21,41,West,Lake ,East,No Journal Entry,,,,,,,,
,,,,,,,,,,,,,,,
64,Hector,21,42,North,32,South,See 32 South,,,,,,,,
64,Hector,21,42,South,51,North,,East,SW,Beginning at a large White Oak Tree Standing in the East Bounds of Lot No. 41 Marked and Numbered for the Northwest and Southwest Corner of Lots No. 42 & 51,0,,,,
64,Hector,21,42,South,51,North,,East,,,14,,A small run bear:  Westerly,,JuneSzabo
64,Hector,21,42,South,51,North,,East,,,16,,Crossed the same again [a small run bear:  Westerly],,JuneSzabo
64,Hector,21,42,South,51,North,,East,,,19,,Crossed the same again [a small run bear:  Westerly],,Rebecca
64,Hector,21,42,South,51,North,,East,,,77,57,"The Corner of Lots No. 42, 43, 51 & 52 Vide Page 21 ",SE,JuneSzabo
64,Hector,21,42,South,51,North,Land most the Distance good Bearing White [? ] & Hickory,East,,,,,,,Rebecca
22,Hector,21,42,East,43,West,,North,SE,"Beginning at the last mentioned Corner [Corner of Lots No. 42, 43, 51, 52] thence through good Land a small brook running Easterly",0,,,,
22,Hector,21,42,East,43,West,,North,,,80,,"Intersected a line Marked and Numbered a Hickory tree for the Corner of Lots No. 32, 33, 42, 43",NE,JuneSzabo
22,Hector,21,42,East,43,West,For the last remark the Land bears Hickory Elm Basswood & White Ash,North,,,,,,,JuneSzabo
,Hector,21,42,West,40 & 41,East,No journal entry,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
64,Hector,21,43,North,33,South,See 33 South,,,,,,,,
65,Hector,21,43,South,52,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 42, 43, 51 & 52 Vide Page 21] ",0,,,,
65,Hector,21,43,South,52,North,,East,,,10,,A small Run bear: Southeasterly,,JuneSzabo
65,Hector,21,43,South,52,North,,East,,,13,,A fine brook running Southerly,,JuneSzabo
65,Hector,21,43,South,52,North,,East,,,24,,A small run bear:  Westerly,,
65,Hector,21,43,South,52,North,,East,,,77,57,"The Corner of Lots No. 43, 44, 52 & 53 Vide Page 26.",SE,Rebecca
65,Hector,21,43,South,52,North,Land very good Covered with Oak Hickory and White ash,East,,,,,,,Rebecca
26,Hector,21,43,East,44,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 33, 34, 43 & 44]",0,,,,
26,Hector,21,43,East,44,West,,South,,,7,,Crossed a small Brook running Westerly,,JuneSzabo
26,Hector,21,43,West,44,West,,South,,,80,,"A Black Oak tree Marked and Numbered for the Corner of Lots No. 43, 44, 52 & 53 ",SE,JuneSzabo
26,Hector,21,43,West,44,West,The land Inclines westerly and not very good in places very Stoney Bearing White Oak Black Oak & White pine,South,,,,,,,JuneSzabo
,Hector,21,43,West,42,East,See 42 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
63,Hector,21,44,North,34,South,See 34 South,,,,,,,,
65,Hector,21,44,South,53,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 43, 44, 52 & 53 Vide Page 26]",0,,,,
65,Hector,21,44,South,53,North,,East,,,2,,A small run bearing Southwesterly,,Rebecca
65,Hector,21,44,South,53,North,,East,,,55,,A small spring run Bear: Southeasterly,,JuneSzabo
65,Hector,21,44,South,53,North,,East,,,77,57,"The Corner of Lots No. 44, 45, 53 & 54 Vide Page 30",SE,JuneSzabo
65,Hector,21,44,South,53,North,Land very Indifferent - Stoney and badly timbered,East,,,,,,,Rebecca
30,Hector,21,44,East,45,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 44, 45, 53 & 54]",0,,,,
30,Hector,21,44,East,45,West,,North,,,15,,A small Brook running Easterly,,JuneSzabo
30,Hector,21,44,East,45,West,,North,,,20,,A small Brook Bear: Ditto [Easterly],,JuneSzabo
30,Hector,21,44,East,45,West,,North,,,52,,A small Brook running Easterly,,JuneSzabo
31,Hector,21,44,East,45,West,,North,,,64,,A Brook running Easterly,,JuneSzabo
31,Hector,21,44,East,45,West,,North,,,80,,"A Poplar Sapling Marked and Numbered for the Corner of Lots No. 34, 35, 44, 45",NE,JuneSzabo
31,Hector,21,44,East,45,West,Land somewhat Broken and not very good bearing White and Black Oak White pine and Chestnut,North,,,,,,,JuneSzabo
,Hector,21,44,West,43,East,See 43 East,South,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
63,Hector,21,45,North,35,South,See 35 South,,,,,,,,
65,Hector,21,45,South,54,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 44, 45, 53 & 54 Vide Page 30]",0,,,,
65,Hector,21,45,South,54,North,,East,,,32,,Crossed a Brook running Southeasterly,,Rebecca
65,Hector,21,45,South,54,North,,East,,,56,,Crossed a fine Brook running Southeasterly,,Rebecca
65,Hector,21,45,South,54,North,,East,,,70,,Crossed a large Brook running Southeasterly,,Rebecca
65,Hector,21,45,South,54,North,,East,,,77,57,"The Corner of Lots No. 45, 46, 54 & 55 Vide Page 34.",SE,Rebecca
65,Hector,21,45,South,54,North,Toward the latter part of the line the Land is very rough Bearing Pine timber,East,,,,,,,JuneSzabo
34,Hector,21,45,East,46,West,,South,NE,"Beginning at the last Mentioned Corner [Corner of Lots No. 35, 36, 45 & 46]",0,,,,Judy
34,Hector,21,45,East,46,West,,South,,,30,,The Land Stoney and very much Broken  Timber mainly Chesnut & pine,,Judy
34,Hector,21,45,East,46,West,,South,,,80,,"Intersected the Line and Marked and Numbered a White pine tree for the Corner of Lots No. 45, 46, 54 & 55",SE,Judy
34,Hector,21,45,East,46,West,No Journal Entry,,,,,,,,
,Hector,21,45,West,44,East,see 44 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
63,Hector,21,46,North,36,South,See 36 South,,,,,,,,
66,Hector,21,46,South,55,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 45, 46, 54 & 55  Vide Page 34]",0,,,,
66,Hector,21,46,South,55,North,,East,,,32,,A Spring Run bearing Northeasterly,,Rebecca
66,Hector,21,46,South,55,North,,East,,,34,,The same Bear:  Ditto [Northeasterly],,Rebecca
66,Hector,21,46,South,55,North,,East,,,38,,Crossed a large Brook or Stream Running Northeasterly,,
66,Hector,21,46,South,55,North,,East,,,52,,Crossed a fine large Brook running Northerly,,JuneSzabo
66,Hector,21,46,South,55,North,,East,,,77,57,"The Corner of Lots No. 46, 47, 55, 56 Vide page 38.",SE,Rebecca
66,Hector,21,46,South,55,North,Land good & Level  Inclining to Swamp,East,,,,,,,JuneSzabo
38,Hector,21,46,East,47,West,,North,SE,"Beginning at the last mentioned Corner [Corner of Lots No. 46, 47, 55 & 56]",0,,,,Judy
38,Hector,21,46,East,47,West,,North,,,40,,Crossed a large Brook running Easterly Land good,,Judy
38,Hector,21,46,East,47,West,,North,,,80,,"Intersected a Line & Set a Stake 7 Links North of a White pine tree marked and Numbered for the Corner of Lots No. 36, 37, 46 & 47",NE,Judy
38,Hector,21,46,East,47,West,"Here the Land is not So so [sic] good timber pine white Chesnut Oak, Beech & Maple",North,,,,,,,Judy
34,Hector,21,46,West,45,East,see 45 east,,,,,,,SW,Judy
,,,,,,,,,,,,,,,
62,Hector,21,47,North,37,South,See 37 South,,,,,,,,
66,Hector,21,47,South,56,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 46, 47, 55, 56 Vide page 38]",0,,,,
66,Hector,21,47,South,56,North,,East,,,37,,A Brook running Northeasterly,,JuneSzabo
66,Hector,21,47,South,56,North,,East,,,51,,A Small Run Bear: Northeasterly,,Rebecca
66,Hector,21,47,South,56,North,,East,,,77,57,"The Corner of Lots No. 47, 48, 56 & 57  Vide Page 41.", SE,Rebecca
66,Hector,21,47,South,56,North,Good and Level Bearing Beach Maple Elm Basswood,East,,,,,,,JuneSzabo
41,Hector,21,47,East,48,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 37, 38, 47 & 48]",0,,,,Judy
41,Hector,21,47,East,48,West,,South,,,9,,Crossed a  Brook running Easterly,,Judy
41,Hector,21,47,East,48,West,,South,,,35,,Crossed a fine Stream Creek Running Northeasterly,,Judy
41,Hector,21,47,East,48,West,,South,,,80,,"Intersected a Line and Marked and Numbered a Beach Tree for the Corner of Lots No. 47, 48, 56 & 57",SE,Judy
41,Hector,21,47,East,48,West,Land level & good Bearing Bearing [sic] Beach Maple Elm White Ash and White pine.,South,,,,,,,Judy
38,Hector,21,47,West,46,East,see 46 east,,,,,,,NW,Judy
,,,,,,,,,,,,,,,
62,Hector,21,48,North,38,South,See 38 South,,,,,,,,
66,Hector,21,48,South,57,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 47, 48, 56 & 57 Vide Page 41]",0,,,,
66,Hector,21,48,South,57,North,,East,,,17,,A small run bear:  Northerly,,JuneSzabo
66,Hector,21,48,South,57,North,,East,,,40,,A small Spring Run bear: Northerly,,Rebecca
66,Hector,21,48,South,57,North,,East,,,46,,A Small Spring Brook bear:  Northerly,,JuneSzabo
66,Hector,21,48,South,57,North,,East,,,77,57,"The Corner of Lots No. 48, 49, 57 & 58 Vide Page 44",SE,Rebecca
66,Hector,21,48,South,57,North,Good Land Bearing Timber as Last Mentioned [Beach Maple Elm Basswood],East,,,,,,,JuneSzabo
45,Hector,21,48,East,49,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 48, 49, 57 & 58]",0,,,,Judy
45,Hector,21,48,East,49,West,,North,,,30,,Crossed a small brook running Easterly,,Judy
45,Hector,21,48,East,49,West,,North,,,80,,"Intersected a Line and Marked and Numbered a white pine tree for the Corner of Lots No. 38, 39, 48 & 49",NE,Judy
45,Hector,21,48,East,49,West,Good Land and Level Bearing Timber as last Mentioned  [Beach Maple Basswood Elm Ash & White pine],North,,,,,,,Judy
41,Hector,21,48,West,47,East,see 47 east,,,,,,,SW,Judy
,,,,,,,,,,,,,,,
62,Hector,21,49,North,39,South,See 39 South,,,,,,,,
67,Hector,21,49,South,58,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 48, 49, 57 & 58 Vide Page 44]",0,,,,
67,Hector,21,49,South,58,North,,East,,,52,,A small run bear: Easterly,,JuneSzabo
67,Hector,21,49,South,58,North,,East,,,62,,A fine large Brook or Creek running Southeasterly [Northeasterly],,JuneSzabo
67,Hector,21,49,South,58,North,,East,,,77,57,The Southeast and Northeast Corner of Lots No. 49 & 58 Standing in the East Bounds of the Town Vide page 49,SE,
67,Hector,21,49,South,58,North,Excellent Land,East,,,,,,,
49,Hector,21,49,East,Township,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 39 & 49],0,,,,
49,Hector,21,49,East,Township,West,,South,,,49,,A fine Stream of Water bearing Northeasterly ,,JuneSzabo
49,Hector,21,49,East,Township,West,,South,,,80,,A Beach Stake in East Bounds of the Township Standing 8 Links South of a White Ash Tree Marked and Numbered for the Northeast & Southeast Corner of Lots No. 49 & 58,SE,Rebecca
49,Hector,21,49,East,Township,West,Fine  Land Timbered as last Mentioned [Elm White Ash & Hickory],East,,,,,,,JuneSzabo
,Hector,21,49,West,48,East,See 48 East,,,,,,,,
,,,,,,,,,,,,,,,
13,Hector,21,50,North,41,South,See 41 South,,,,,,,,Charlotte
12,Hector,21,50,South,59,North,,East,SW,Beginning at a small Hickory Tree Standing on the Bank of the Lake marked & Numbered for the Northwest and  Southwest Corners of Lots No. 50 & 59 - thence,0,,,,
12,Hector,21,50,South,59,North,,East,,,35,,The land somewhat Stoney but well timbered Ascending,,
12,Hector,21,50,South,59,North,,East,,,56,,Crossed the Road,,
12,Hector,21,50,South,59,North,,East,,,95,,Crossed a run of water,,
12,Hector,21,50,South,59,North,,East,,,105,,Crossed the same run bear:  Southwesterly,,
13,Hector,21,50,South,59,North,,East,,,115,50,Intersected the East Bounds of the Lake Lots Vide Southeast and Northeast Corners of Lots No. 50 & 59 page 6,SE,
13,Hector,21,50,South,59,North,No journal entry,East,,,,,,,
6,Hector,21,50,East,51,West,,South,NE,Beginning at the Corner last Mentioned [Corners of Lots No. 41 & 50],0,,,,Charlotte
6,Hector,21,50,East,51,West,,South,,,13,,Land continues Level and good,,Charlotte
6,Hector,21,50,East,51,West,,South,,,40,,Very thick covered under Brush,,Charlotte
6,Hector,21,50,East,51,West,,South,,,53,,Crossed a Small Brook running Westerly,,Charlotte
6,Hector,21,50,East,51,West,,South,,,57,50,Set a stake marked and Numbered for the Southeast and Northeast Corner of Lots No. 50 & 59—with Several Beaches Blazed around it,SE,Charlotte
6,Hector,21,50,East,51,West,No journal entry,South,,,,,,,
,Hector,21,50,West,Lake,East,No journal entry,,,,,,,,
,Hector,21,51,North,42,South,see 42 south,,,,,,,,Rebecca
69,Hector,21,51,South,60,North,,West,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 51, 52, 60 & 61- Vide Page 20]",0,,,,
69,Hector,21,51,South,60,North,,West,,,36,,Crossed a large brook running Southwesterly,,Rebecca
69,Hector,21,51,South,60,North,,West,,,77,57,The Corner of Lots No 51 & 60 being a stake Standing in the East Bounds of Lots 50 – 10 Links SW of two Black Oak Bushes blaze on 4 sides,SW,Rebecca
69,Hector,21,51,South,60,North,here the Timber is mostly Pitch pine and but little of it,West,,,,,,,JuneSzabo
21,Hector,21,51,East,52,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 51, 52, 60 & 61]",0,,,,
21,Hector,21,51,East,52,West,,North,,,30,,Crossed a fine Brook or Stream Running Southwesterly –here the Land Inclines to Swamp and of a good Quality,,Rebecca
21,Hector,21,51,East,52,West,,North,,,80,,"Intersected a Line and set a Stake Standing Close by a large White pine tree marked and Numbered for the Corner of Lots No. 42, 43, 51, 52",NE,JuneSzabo
21,Hector,21,51,East,52,West,No Journal Entry,North,,,,,,,
,Hector,21,51,West,41 &50,East,See 41 & 50 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,52,North,43,South,see 43 south,,,,,,,,Rebecca
69,Hector,21,52,South,61,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 52, 53, 61 & 62 Vide page 26th]",0,,,,
69,Hector,21,52,South,61,North,,West,,,77,57,"Beginning at the Corner Last Mentioned The Corner of Lots No 51, 52, 60 & 61 – Vide Page 20.",SW,Rebecca
69,Hector,21,52,South,64,North,Land but midling very uneven in places – bearing Oak White pine Chesnut etc.,West,,,,,,,
26,Hector,21,52,East,53,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 43, 44, 52, & 53]",0,,,,
26,Hector,21,52,East,53,West,,South,,,10,,A small run bear: Westerly,,JuneSzabo
,Hector,21,52,East,53,West,,South,,,80,,"A Stake standing 10 links East of a White Oak tree Marked and Numbered for the Corner of Lots No 52, 53, 61 & 62.",SE,Rebecca
26,Hector,21,52,East,53,West,The land with distance rather barren & lightly timbered But at the Corner level & good,South,,,,,,,JuneSzabo
